PORTAL INFOCURSOS;;;;;;;;;;;;
;;;;;;;;;;;;
5) Distribuição dos alunos inscritos por sexo;;;;;;;;;;;;
;;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroInscritos;NumeroHomens;NumeroMulheres;AnoLetivo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Microbiologia;9317;Mestrado 2.º ciclo;45;12;33;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Toxicologia e Ecotoxicologia;9335;Mestrado 2.º ciclo;19;7;12;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ciências Biomédicas;9351;Licenciatura 1.º ciclo;216;37;179;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Biomédica;9359;Mestrado Integrado;92;25;67;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Civil;9360;Mestrado Integrado;114;79;35;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia de Computadores e Telemática;9361;Mestrado Integrado;414;361;53;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia de Materiais;9363;Mestrado Integrado;125;80;45;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Eletrónica e Telecomunicações;9365;Mestrado Integrado;444;396;48;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Física;9368;Mestrado Integrado;161;113;48;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Mecânica;9369;Mestrado Integrado;617;519;98;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Biologia Marinha;9391;Mestrado 2.º ciclo;38;14;24;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Biologia Molecular e Celular;9392;Mestrado 2.º ciclo;33;10;23;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Bioquímica;9396;Mestrado 2.º ciclo;80;22;58;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Biotecnologia;9399;Mestrado 2.º ciclo;81;29;52;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Geológica;9423;Mestrado 2.º ciclo;16;10;6;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Matemática e Aplicações;9437;Mestrado 2.º ciclo;24;12;12;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Química;9442;Mestrado 2.º ciclo;10;6;4;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Química;9461;Mestrado Integrado;231;77;154;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia do Ambiente;9508;Mestrado Integrado;125;51;74;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia e Gestão Industrial;9509;Mestrado Integrado;416;201;215;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Física;9657;Mestrado 2.º ciclo;6;5;1;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Educação Básica;9853;Licenciatura 1.º ciclo;158;12;146;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia Computacional;G009;Mestrado Integrado;61;52;9;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Reabilitação do Património;L094;Licenciatura 1.º ciclo;25;10;15;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Gestão e Planeamento em Turismo;L187;Licenciatura 1.º ciclo;;;;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Biologia Aplicada;M296;Mestrado 2.º ciclo;45;10;35;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Estudos Chineses;M417;Mestrado 2.º ciclo;12;8;4;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Gestão e Políticas Ambientais;M460;Mestrado 2.º ciclo;;;;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ensino de Música;M527;Mestrado 2.º ciclo;118;64;54;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Engenharia e Design do Produto;M532;Mestrado 2.º ciclo;44;20;24;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ecologia Aplicada;M594;Mestrado 2.º ciclo;44;20;24;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Tecnologias da Imagem Médica;M717;Mestrado 2.º ciclo;10;0;10;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Educação e Formação;M734;Mestrado 2.º ciclo;37;8;29;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Psicologia da Saúde e Reabilitação Neuropsicológica;M787;Mestrado 2.º ciclo;52;7;45;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ensino do 1.º Ciclo do Ensino Básico e de Português e História e Geografia de Portugal no 2.º Ciclo do Ensino Básico;M793;Mestrado 2.º ciclo;10;1;9;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ensino de Inglês e de Língua Estrangeira no 3.º Ciclo do Ensino Básico e no Ensino Secundário, nas áreas de especialização de Alemão ou de Espanhol ou de Francês;M808;Mestrado 2.º ciclo;5;1;4;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ensino de Português e de Língua Estrangeira no 3.º Ciclo do Ensino Básico e no Ensino Secundário, nas áreas de especialização de Alemão ou de Espanhol ou de Francês;M809;Mestrado 2.º ciclo;3;0;3;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ensino do 1.º Ciclo do Ensino Básico e de Matemática e Ciências Naturais no 2.º Ciclo do Ensino Básico;M814;Mestrado 2.º ciclo;12;1;11;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ensino de Inglês no 1.º Ciclo do Ensino Básico;M852;Mestrado 2.º ciclo;13;2;11;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Português Língua Estrangeira/Língua Segunda;M874;Mestrado 2.º ciclo;33;7;26;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Ciências do Mar e da Atmosfera;M928;Mestrado 2.º ciclo;24;15;9;2018/19
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Publico;Universitario;Gerontologia Aplicada;M959;Mestrado 2.º ciclo;17;2;15;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências do Desporto;6043;Mestrado 2.º ciclo;43;35;8;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Empreendedorismo e Criação de Empresas;6086;Mestrado 2.º ciclo;24;11;13;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Electrotécnica e de Computadores;6091;Mestrado 2.º ciclo;23;17;6;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Estudos de Cultura;6108;Mestrado 2.º ciclo;16;3;13;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Estudos Lusófonos;6120;Mestrado 2.º ciclo;10;3;7;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Gestão de Unidades de Saúde;6147;Mestrado 2.º ciclo;20;5;15;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Supervisão Pedagógica;6248;Mestrado 2.º ciclo;;;;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Química Medicinal;6329;Mestrado 2.º ciclo;1;1;0;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Matemática para Professores;6341;Mestrado 2.º ciclo;4;4;0;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Jornalismo;6367;Mestrado 2.º ciclo;19;7;12;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Psicologia Clínica e da Saúde;6386;Mestrado 2.º ciclo;78;6;72;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ensino de Artes Visuais no 3.º Ciclo do Ensino Básico e Ensino Secundário;6436;Mestrado 2.º ciclo;;;;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ensino de Física e de Química no 3º Ciclo do Ensino Básico e no Ensino Secundário;6452;Mestrado 2.º ciclo;1;0;1;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ensino de Educação Física nos Ensinos Básico e Secundário;6454;Mestrado 2.º ciclo;36;24;12;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ensino de Filosofia no Ensino Secundário;6459;Mestrado 2.º ciclo;1;0;1;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design Industrial;6665;Mestrado 2.º ciclo;35;19;16;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Electromecânica;6763;Mestrado 2.º ciclo;33;29;4;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Bioengenharia;6878;Mestrado 2.º ciclo;12;6;6;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Sociologia: Exclusões e Políticas Sociais;6963;Mestrado 2.º ciclo;22;3;19;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Optometria e Ciências da Visão;8184;Licenciatura 1.º ciclo;116;41;75;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Química Medicinal;8408;Licenciatura 1.º ciclo;;;;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Aeronáutica;8470;Mestrado Integrado;292;232;60;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Bioquímica;9015;Licenciatura 1.º ciclo;138;51;87;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Biotecnologia;9016;Licenciatura 1.º ciclo;154;70;84;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciência Política e Relações Internacionais;9020;Licenciatura 1.º ciclo;182;69;113;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências da Comunicação;9023;Licenciatura 1.º ciclo;194;52;142;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências da Cultura;9025;Licenciatura 1.º ciclo;69;22;47;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Cinema;9048;Licenciatura 1.º ciclo;162;85;77;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design de Moda;9071;Licenciatura 1.º ciclo;177;20;157;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design Industrial;9074;Licenciatura 1.º ciclo;127;72;55;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design Multimédia;9075;Licenciatura 1.º ciclo;167;88;79;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Economia;9081;Licenciatura 1.º ciclo;176;85;91;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia e Gestão Industrial;9104;Licenciatura 1.º ciclo;24;12;12;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Electromecânica;9105;Licenciatura 1.º ciclo;138;121;17;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Electrotécnica e de Computadores;9112;Licenciatura 1.º ciclo;106;91;15;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Informática;9119;Licenciatura 1.º ciclo;332;295;37;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Gestão;9147;Licenciatura 1.º ciclo;294;167;127;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Marketing;9205;Licenciatura 1.º ciclo;148;69;79;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Psicologia;9219;Licenciatura 1.º ciclo;206;28;178;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Química Industrial;9225;Licenciatura 1.º ciclo;69;41;28;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Sociologia;9240;Licenciatura 1.º ciclo;118;36;82;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Tecnologias e Sistemas de Informação;9251;Licenciatura 1.º ciclo;2;2;0;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Arquitectura;9257;Mestrado Integrado;411;190;221;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciência Política;9267;Mestrado 2.º ciclo;30;20;10;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Economia;9280;Mestrado 2.º ciclo;40;24;16;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Informática;9286;Mestrado 2.º ciclo;76;68;8;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Gestão;9295;Mestrado 2.º ciclo;40;20;20;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Marketing;9314;Mestrado 2.º ciclo;19;10;9;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Relações Internacionais;9329;Mestrado 2.º ciclo;37;15;22;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências Biomédicas;9351;Licenciatura 1.º ciclo;158;44;114;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Civil;9360;Mestrado Integrado;124;93;31;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Mecânica;9369;Mestrado Integrado;;;;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Bioquímica;9396;Mestrado 2.º ciclo;21;7;14;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Biotecnologia;9399;Mestrado 2.º ciclo;22;12;10;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design Multimédia;9407;Mestrado 2.º ciclo;30;17;13;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia e Gestão Industrial;9420;Mestrado 2.º ciclo;61;42;19;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências Farmacêuticas;9494;Mestrado Integrado;296;56;240;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências Biomédicas;9512;Mestrado 2.º ciclo;22;5;17;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Comunicação Estratégica: Publicidade e Relações Públicas;9515;Mestrado 2.º ciclo;45;10;35;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design de Moda;9518;Mestrado 2.º ciclo;46;2;44;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Bioengenharia;9540;Licenciatura 1.º ciclo;53;23;30;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Sistemas de Informação Geográfica;9658;Mestrado 2.º ciclo;7;5;2;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ciências do Desporto;9707;Licenciatura 1.º ciclo;220;170;50;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Medicina;9813;Mestrado Integrado;943;269;674;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Matemática e Aplicações;9835;Licenciatura 1.º ciclo;;;;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Estudos Portugueses e Espanhóis;9918;Licenciatura 1.º ciclo;74;24;50;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Engenharia Informática;G005;Mestrado Integrado;;;;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Informática Web;L042;Licenciatura 1.º ciclo;101;85;16;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Cinema;M307;Mestrado 2.º ciclo;27;14;13;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Branding e Design de Moda;M395;Mestrado 2.º ciclo;62;7;55;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Design e Desenvolvimento de Jogos Digitais;M764;Mestrado 2.º ciclo;40;32;8;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Empreendedorismo e Inovação Social;M796;Mestrado 2.º ciclo;15;3;12;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Ensino de Português e de Espanhol no 3.º Ciclo do Ensino Básico e no Ensino Secundário;M834;Mestrado 2.º ciclo;13;4;9;2018/19
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Publico;Universitario;Optometria e Ciências da Visão;M924;Mestrado 2.º ciclo;25;5;20;2018/19
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Antropologia Social e Cultural;6009;Mestrado 2.º ciclo;15;8;7;2018/19
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Biodiversidade e Biotecnologia Vegetal;6019;Mestrado 2.º ciclo;28;13;15;2018/19
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Biologia Celular e Molecular;6022;Mestrado 2.º ciclo;65;18;47;2018/19
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Construção Metálica e Mista;6059;Mestrado 2.º ciclo;13;9;4;2018/19
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Engenharia Geográfica;6093;Mestrado 2.º ciclo;;;;2018/19
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Evolução e Biologia Humanas;6124;Mestrado 2.º ciclo;27;8;19;2018/19
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Publico;Universitario;Geociências;6133;Mestrado 2.º ciclo;25;16;9;2018/19
