PORTAL INFOCURSOS;;;;;;;;;;;;
;;;;;;;;;;;;
5) Distribuição dos alunos inscritos por sexo;;;;;;;;;;;;
;;;;;;;;;;;;
Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau;NumeroInscritos;NumeroHomens;NumeroMulheres;AnoLetivo
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Artes Plásticas;6840;Mestrado 2.º ciclo;45;21;24;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design Gráfico e Multimédia (regime pós-laboral);8126;Licenciatura 1.º ciclo;82;29;53;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Som e Imagem (regime pós-laboral);8127;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design de Produto - Cerâmica e Vidro;8525;Licenciatura 1.º ciclo;65;20;45;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Artes Plásticas;9007;Licenciatura 1.º ciclo;182;50;132;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design Industrial;9074;Licenciatura 1.º ciclo;137;60;77;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Teatro;9243;Licenciatura 1.º ciclo;65;23;42;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Gestão Cultural;9433;Mestrado 2.º ciclo;27;6;21;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Som e Imagem;9457;Licenciatura 1.º ciclo;235;136;99;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design de Ambientes;9723;Licenciatura 1.º ciclo;91;28;63;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design Gráfico e Multimédia;9729;Licenciatura 1.º ciclo;333;126;207;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Programação e Produção Cultural;L127;Licenciatura 1.º ciclo;36;15;21;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Ilustração e Produção Gráfica;T110;CTeSP;55;27;28;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Design para Media Digitais;T111;CTeSP;54;37;17;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Prototipagem Digital e Desenho 3D;T116;CTeSP;35;23;12;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Artes e Design das Caldas da Rainha;3103;Publico;Politecnico;Audiovisual e Multimédia;T203;CTeSP;64;36;28;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Aquacultura;6997;Mestrado 2.º ciclo;20;11;9;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Marketing Turístico (regime de ensino a distância);8119;Licenciatura 1.º ciclo;2;1;1;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão de Eventos;8514;Licenciatura 1.º ciclo;90;24;66;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Biologia Marinha e Biotecnologia;9014;Licenciatura 1.º ciclo;157;59;98;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Biotecnologia;9016;Licenciatura 1.º ciclo;69;32;37;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Engenharia Alimentar;9087;Licenciatura 1.º ciclo;12;6;6;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão Turística e Hoteleira;9178;Licenciatura 1.º ciclo;219;91;128;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Marketing Turístico;9207;Licenciatura 1.º ciclo;114;33;81;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Turismo;9254;Licenciatura 1.º ciclo;216;62;154;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Animação Turística;9848;Licenciatura 1.º ciclo;96;22;74;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão Turística e Hoteleira (regime pós-laboral);9997;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão da Restauração e Catering;L131;Licenciatura 1.º ciclo;59;22;37;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Biotecnologia dos Recursos Marinhos;M002;Mestrado 2.º ciclo;14;5;9;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão e Sustentabilidade no Turismo;M261;Mestrado 2.º ciclo;15;1;14;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Marketing e Promoção Turística;M269;Mestrado 2.º ciclo;19;8;11;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão da Qualidade e Segurança Alimentar;M273;Mestrado 2.º ciclo;13;4;9;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão e Direcção Hoteleira;M496;Mestrado 2.º ciclo;17;6;11;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Turismo e Ambiente;M534;Mestrado 2.º ciclo;16;2;14;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Gestão Hoteleira e Alojamento;T012;CTeSP;65;22;43;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Cozinha e Produção Alimentar;T019;CTeSP;41;22;19;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Análises Laboratoriais;T080;CTeSP;41;10;31;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Inovação e Tecnologia Alimentar;T114;CTeSP;8;3;5;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Aquacultura e Recursos Marinhos;T119;CTeSP;2;1;1;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Animação em Turismo de Natureza e Aventura;T137;CTeSP;42;15;27;2018/19
Instituto Politécnico de Leiria;3100;Escola Superior de Turismo e Tecnologia do Mar de Peniche;3105;Publico;Politecnico;Marketing Digital no Turismo;T372;CTeSP;26;11;15;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Dança;3111;Publico;Politecnico;Dança;9068;Licenciatura 1.º ciclo;156;25;131;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Dança;3111;Publico;Politecnico;Ensino de Dança;M545;Mestrado 2.º ciclo;41;3;38;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Ambiental;6083;Mestrado 2.º ciclo;8;1;7;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Artística;6689;Mestrado 2.º ciclo;12;1;11;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Supervisão em Educação;6792;Mestrado 2.º ciclo;2;0;2;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Matemática na Educação Pré-Escolar e nos 1.º e 2.º C do Ensino Bás;6913;Mestrado 2.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Pré-Escolar;6914;Mestrado 2.º ciclo;123;0;123;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Administração Escolar;6993;Mestrado 2.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Música na Comunidade;8009;Licenciatura 1.º ciclo;34;12;22;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Animação Sociocultural (regime pós-laboral);8117;Licenciatura 1.º ciclo;4;0;4;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Artes Visuais e Tecnologias;8307;Licenciatura 1.º ciclo;218;62;156;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Animação Sociocultural;9005;Licenciatura 1.º ciclo;92;16;76;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Especial;9665;Mestrado 2.º ciclo;26;3;23;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Básica;9853;Licenciatura 1.º ciclo;294;7;287;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Básica (regime pós-laboral);9876;Licenciatura 1.º ciclo;86;6;80;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Mediação Artística e Cultural;L134;Licenciatura 1.º ciclo;60;11;49;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Didáctica da Língua Portuguesa no 1.º e 2.º Ciclos  do Ensino Básico;M022;Mestrado 2.º ciclo;11;1;10;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Educação Social e Intervenção Comunitária;M029;Mestrado 2.º ciclo;33;5;28;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Administração Educacional;M221;Mestrado 2.º ciclo;38;12;26;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Intervenção Precoce;M253;Mestrado 2.º ciclo;19;0;19;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Didáticas Integradas em Língua Portuguesa, Matemática, C.Naturais e Sociais;M719;Mestrado 2.º ciclo;1;1;0;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Ensino do 1.º Ciclo do Ensino Básico e de Português e História e Geografia de Portugal no 2.º Ciclo do Ensino Básico;M793;Mestrado 2.º ciclo;34;3;31;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Educação de Lisboa;3112;Publico;Politecnico;Ensino do 1.º Ciclo do Ensino Básico e de Matemática e Ciências Naturais no 2.º Ciclo do Ensino Básico;M814;Mestrado 2.º ciclo;53;8;45;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Audiovisual e Multimédia;6350;Mestrado 2.º ciclo;51;26;25;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Gestão Estratégica das Relações Públicas;6364;Mestrado 2.º ciclo;64;10;54;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Jornalismo;6367;Mestrado 2.º ciclo;68;21;47;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Publicidade e Marketing;6368;Mestrado 2.º ciclo;64;17;47;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Relações Públicas e Comunicação Empresarial (regime pós-laboral);8438;Licenciatura 1.º ciclo;92;16;76;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Publicidade e Marketing  (regime pós-laboral);8439;Licenciatura 1.º ciclo;96;31;65;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Audiovisual e Multimédia (regime pós-laboral);8477;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Jornalismo (regime pós-laboral);8478;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Audiovisual e Multimédia;9010;Licenciatura 1.º ciclo;319;138;181;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Jornalismo;9191;Licenciatura 1.º ciclo;205;65;140;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Publicidade e Marketing;9222;Licenciatura 1.º ciclo;238;56;182;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Comunicação Social;3113;Publico;Politecnico;Relações Públicas e Comunicação Empresarial;9231;Licenciatura 1.º ciclo;216;43;173;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música;6198;Mestrado 2.º ciclo;42;24;18;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Tecnologias da Música;8332;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música, variante de Jazz (regime pós-laboral);8343;Licenciatura 1.º ciclo;58;48;10;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Tecnologias da Música (regime pós-laboral);8344;Licenciatura 1.º ciclo;63;56;7;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música, variante de Execução;9782;Licenciatura 1.º ciclo;227;128;99;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música, variante de Jazz;9838;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Música, variante de Composição, Direção e Formação Musical;L012;Licenciatura 1.º ciclo;64;45;19;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Música;3114;Publico;Politecnico;Ensino de Música;M527;Mestrado 2.º ciclo;166;98;68;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Teatro e Cinema;3116;Publico;Politecnico;Teatro;6371;Mestrado 2.º ciclo;57;22;35;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Teatro e Cinema;3116;Publico;Politecnico;Cinema;9048;Licenciatura 1.º ciclo;121;69;52;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Teatro e Cinema;3116;Publico;Politecnico;Teatro;9243;Licenciatura 1.º ciclo;225;95;130;2018/19
Instituto Politécnico de Lisboa;3110;Escola Superior de Teatro e Cinema;3116;Publico;Politecnico;Desenvolvimento de Projecto Cinematográfico;M014;Mestrado 2.º ciclo;36;23;13;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Contabilidade;6060;Mestrado 2.º ciclo;64;15;49;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Auditoria;6351;Mestrado 2.º ciclo;127;45;82;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Contabilidade e Gestão das Instituições Financeiras;6892;Mestrado 2.º ciclo;50;19;31;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Solicitadoria (regime pós-laboral);8015;Licenciatura 1.º ciclo;230;69;161;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Contabilidade e Administração;9058;Licenciatura 1.º ciclo;558;256;302;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Gestão;9147;Licenciatura 1.º ciclo;396;189;207;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Solicitadoria;9242;Licenciatura 1.º ciclo;178;45;133;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Finanças Empresariais;9476;Licenciatura 1.º ciclo;218;103;115;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Contabilidade e Administração (regime pós-laboral);9870;Licenciatura 1.º ciclo;494;228;266;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Finanças Empresariais (regime pós-laboral);9889;Licenciatura 1.º ciclo;213;124;89;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Gestão (regime pós-laboral);9991;Licenciatura 1.º ciclo;323;178;145;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Comércio e Negócios Internacionais;L007;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Comércio e Negócios Internacionais (regime pós-laboral);L035;Licenciatura 1.º ciclo;223;116;107;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Contabilidade e Análise Financeira;M010;Mestrado 2.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Controlo de Gestão e dos Negócios;M011;Mestrado 2.º ciclo;72;34;38;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Fiscalidade;M040;Mestrado 2.º ciclo;105;34;71;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Gestão e Empreendedorismo;M046;Mestrado 2.º ciclo;75;50;25;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Contabilidade e Administração de Lisboa;3117;Publico;Politecnico;Análise Financeira;M182;Mestrado 2.º ciclo;57;36;21;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia de Electrónica e Telecomunicações;6357;Mestrado 2.º ciclo;59;51;8;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Electrotécnica;6358;Mestrado 2.º ciclo;130;124;6;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Mecânica;6361;Mestrado 2.º ciclo;178;156;22;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Civil;9089;Licenciatura 1.º ciclo;254;209;45;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Electrónica e Telecomunicações e de Computadores;9108;Licenciatura 1.º ciclo;390;359;31;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Electrotécnica;9109;Licenciatura 1.º ciclo;375;344;31;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Informática e de Computadores;9121;Licenciatura 1.º ciclo;622;565;57;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Mecânica;9123;Licenciatura 1.º ciclo;707;663;44;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Química e Biológica;9126;Licenciatura 1.º ciclo;216;76;140;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia e Gestão Industrial;9420;Mestrado 2.º ciclo;41;25;16;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Informática e de Computadores;9427;Mestrado 2.º ciclo;55;50;5;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Biomédica;9455;Licenciatura 1.º ciclo;25;10;15;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Biomédica;9568;Mestrado 2.º ciclo;71;20;51;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Civil;9569;Mestrado 2.º ciclo;142;107;35;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Informática e Multimédia;L052;Licenciatura 1.º ciclo;354;289;65;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Tecnologias e Gestão Municipal;L085;Licenciatura 1.º ciclo;54;44;10;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Tecnologias Biomédicas;L107;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Matemática Aplicada à Tecnologia e à Empresa;L117;Licenciatura 1.º ciclo;77;37;40;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Informática, Redes e Telecomunicações;L119;Licenciatura 1.º ciclo;77;70;7;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Clínica e Hospitalar;L141;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Conservação e Reabilitação Urbana;L151;Licenciatura 1.º ciclo;;;;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia de Redes de Comunicação e Multimédia;M406;Mestrado 2.º ciclo;22;18;4;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia de Manutenção;M528;Mestrado 2.º ciclo;11;10;1;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia Química e Biológica;M531;Mestrado 2.º ciclo;50;14;36;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Análise e Controlo de Riscos Ambientais para a Saúde;M823;Mestrado 2.º ciclo;4;1;3;2018/19
Instituto Politécnico de Lisboa;3110;Instituto Superior de Engenharia de Lisboa;3118;Publico;Politecnico;Engenharia da Qualidade e Ambiente;M841;Mestrado 2.º ciclo;51;18;33;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Gerontologia;6137;Mestrado 2.º ciclo;15;2;13;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Educação Pré-Escolar;6914;Mestrado 2.º ciclo;10;0;10;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Serviço Social (regime pós-laboral);8014;Licenciatura 1.º ciclo;45;12;33;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Serviço Social;9238;Licenciatura 1.º ciclo;111;15;96;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Turismo;9254;Licenciatura 1.º ciclo;91;30;61;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Educação Especial;9665;Mestrado 2.º ciclo;18;0;18;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Jornalismo e Comunicação;9773;Licenciatura 1.º ciclo;97;29;68;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Educação Básica;9853;Licenciatura 1.º ciclo;35;1;34;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Jornalismo, Comunicação e Cultura;M439;Mestrado 2.º ciclo;;;;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Educação e Protecção de Crianças e Jovens em Risco;M497;Mestrado 2.º ciclo;17;0;17;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Média e Sociedade;M965;Mestrado 2.º ciclo;19;6;13;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Turismo e Informação Turística;T057;CTeSP;25;12;13;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Animação Sociocultural Aplicada à Gerontologia;T070;CTeSP;6;2;4;2018/19
Instituto Politécnico de Portalegre;3120;Escola Superior de Educação e Ciências Sociais;3121;Publico;Politecnico;Acompanhamento de Crianças e Jovens;T079;CTeSP;12;0;12;2018/19
